,SongID,start_time,end_time,label,TrackName,Artists,Genre,FilePath,sp_danceability,sp_energy,sp_key,sp_loudness,sp_speechiness,sp_acousticness,sp_instrumentalness,sp_liveness,sp_valence,sp_tempo,sp_time_signature,sp_genre
33,10,141.0,172.2,chorus,Body Pump - Lady Bee Remix,"Aluna, Lady Bee",Dance Pop,..\data\audio_files\processed\10.mp3,0.667,0.927,10.0,-6.183,0.0489,0.00265,0.103,0.108,0.544,122.997,4.0,"uk dance, bass trap, dance pop, moombahton"
34,10,172.2,172.83002267573696,other,Body Pump - Lady Bee Remix,"Aluna, Lady Bee",Dance Pop,..\data\audio_files\processed\10.mp3,0.667,0.927,10.0,-6.183,0.0489,0.00265,0.103,0.108,0.544,122.997,4.0,"uk dance, bass trap, dance pop, moombahton"
35,11,0.0,39.2,other,Killing Me,"Aluna, TSHA",Dance Pop,..\data\audio_files\processed\11.mp3,0.869,0.747,6.0,-6.817,0.186,0.0523,0.0912,0.202,0.69,123.999,4.0,"uk house, uk dance, dance pop"
36,11,39.2,81.8,chorus,Killing Me,"Aluna, TSHA",Dance Pop,..\data\audio_files\processed\11.mp3,0.869,0.747,6.0,-6.817,0.186,0.0523,0.0912,0.202,0.69,123.999,4.0,"uk house, uk dance, dance pop"
37,11,81.8,132.1,other,Killing Me,"Aluna, TSHA",Dance Pop,..\data\audio_files\processed\11.mp3,0.869,0.747,6.0,-6.817,0.186,0.0523,0.0912,0.202,0.69,123.999,4.0,"uk house, uk dance, dance pop"
38,11,132.1,170.8,chorus,Killing Me,"Aluna, TSHA",Dance Pop,..\data\audio_files\processed\11.mp3,0.869,0.747,6.0,-6.817,0.186,0.0523,0.0912,0.202,0.69,123.999,4.0,"uk house, uk dance, dance pop"
39,11,170.8,194.05600907029478,other,Killing Me,"Aluna, TSHA",Dance Pop,..\data\audio_files\processed\11.mp3,0.869,0.747,6.0,-6.817,0.186,0.0523,0.0912,0.202,0.69,123.999,4.0,"uk house, uk dance, dance pop"
40,12,0.0,32.8,other,Done To Me,Amés,,..\data\audio_files\processed\12.mp3,0.656,0.863,11.0,-6.662,0.0347,0.0227,0.0233,0.158,0.623,122.019,4.0,
41,12,32.8,64.5,chorus,Done To Me,Amés,,..\data\audio_files\processed\12.mp3,0.656,0.863,11.0,-6.662,0.0347,0.0227,0.0233,0.158,0.623,122.019,4.0,
42,12,64.5,95.8,other,Done To Me,Amés,,..\data\audio_files\processed\12.mp3,0.656,0.863,11.0,-6.662,0.0347,0.0227,0.0233,0.158,0.623,122.019,4.0,
43,12,95.8,127.2,chorus,Done To Me,Amés,,..\data\audio_files\processed\12.mp3,0.656,0.863,11.0,-6.662,0.0347,0.0227,0.0233,0.158,0.623,122.019,4.0,
44,12,127.2,145.5,other,Done To Me,Amés,,..\data\audio_files\processed\12.mp3,0.656,0.863,11.0,-6.662,0.0347,0.0227,0.0233,0.158,0.623,122.019,4.0,
45,13,0.0,31.9,other,Frikitona,Andruss,Mexican Tech House,..\data\audio_files\processed\13.mp3,0.787,0.964,6.0,-6.34,0.0639,0.0838,0.176,0.0465,0.719,127.991,4.0,"mexican tech house, tech house"
46,13,31.9,60.0,chorus,Frikitona,Andruss,Mexican Tech House,..\data\audio_files\processed\13.mp3,0.787,0.964,6.0,-6.34,0.0639,0.0838,0.176,0.0465,0.719,127.991,4.0,"mexican tech house, tech house"
47,13,60.0,144.4,other,Frikitona,Andruss,Mexican Tech House,..\data\audio_files\processed\13.mp3,0.787,0.964,6.0,-6.34,0.0639,0.0838,0.176,0.0465,0.719,127.991,4.0,"mexican tech house, tech house"
48,13,144.4,170.6,chorus,Frikitona,Andruss,Mexican Tech House,..\data\audio_files\processed\13.mp3,0.787,0.964,6.0,-6.34,0.0639,0.0838,0.176,0.0465,0.719,127.991,4.0,"mexican tech house, tech house"
49,13,170.6,174.37501133786847,other,Frikitona,Andruss,Mexican Tech House,..\data\audio_files\processed\13.mp3,0.787,0.964,6.0,-6.34,0.0639,0.0838,0.176,0.0465,0.719,127.991,4.0,"mexican tech house, tech house"
50,18,0.0,100.1,other,Escape (with Nomra),"Audien, Nomra",Edm,..\data\audio_files\processed\18.mp3,0.567,0.938,10.0,-3.503,0.052,0.0179,0.00943,0.741,0.288,127.97,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
51,18,100.1,130.1,chorus,Escape (with Nomra),"Audien, Nomra",Edm,..\data\audio_files\processed\18.mp3,0.567,0.938,10.0,-3.503,0.052,0.0179,0.00943,0.741,0.288,127.97,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
52,18,130.1,148.59401360544217,other,Escape (with Nomra),"Audien, Nomra",Edm,..\data\audio_files\processed\18.mp3,0.567,0.938,10.0,-3.503,0.052,0.0179,0.00943,0.741,0.288,127.97,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
53,19,0.0,130.1,other,See You On The Other Side [Upmost Remix],"Audien, Upmost",Edm,..\data\audio_files\processed\19.mp3,0.278,0.286,1.0,-7.981,0.0374,0.39,0.0291,0.107,0.036,124.648,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
54,19,130.1,161.4,chorus,See You On The Other Side [Upmost Remix],"Audien, Upmost",Edm,..\data\audio_files\processed\19.mp3,0.278,0.286,1.0,-7.981,0.0374,0.39,0.0291,0.107,0.036,124.648,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
55,19,161.4,199.46204081632652,other,See You On The Other Side [Upmost Remix],"Audien, Upmost",Edm,..\data\audio_files\processed\19.mp3,0.278,0.286,1.0,-7.981,0.0374,0.39,0.0291,0.107,0.036,124.648,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
56,20,0.0,116.0,other,See You On The Other Side,Audien,Edm,..\data\audio_files\processed\20.mp3,0.442,0.277,2.0,-10.431,0.0336,0.466,0.432,0.16,0.0385,120.044,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
57,20,116.0,148.0,chorus,See You On The Other Side,Audien,Edm,..\data\audio_files\processed\20.mp3,0.442,0.277,2.0,-10.431,0.0336,0.466,0.432,0.16,0.0385,120.044,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
58,20,148.0,181.25301587301587,other,See You On The Other Side,Audien,Edm,..\data\audio_files\processed\20.mp3,0.442,0.277,2.0,-10.431,0.0336,0.466,0.432,0.16,0.0385,120.044,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
59,21,0.0,69.0,other,Something Better,"Audien, Lady A",Edm,..\data\audio_files\processed\21.mp3,0.549,0.835,2.0,-2.632,0.0656,0.0692,0.0,0.212,0.423,126.08,4.0,"country road, edm, pop dance, country dawn, pop edm, contemporary country, progressive electro house, electro house, progressive house, country, country pop"
60,21,69.0,99.5,chorus,Something Better,"Audien, Lady A",Edm,..\data\audio_files\processed\21.mp3,0.549,0.835,2.0,-2.632,0.0656,0.0692,0.0,0.212,0.423,126.08,4.0,"country road, edm, pop dance, country dawn, pop edm, contemporary country, progressive electro house, electro house, progressive house, country, country pop"
61,21,99.5,160.5,other,Something Better,"Audien, Lady A",Edm,..\data\audio_files\processed\21.mp3,0.549,0.835,2.0,-2.632,0.0656,0.0692,0.0,0.212,0.423,126.08,4.0,"country road, edm, pop dance, country dawn, pop edm, contemporary country, progressive electro house, electro house, progressive house, country, country pop"
62,21,160.5,190.9,chorus,Something Better,"Audien, Lady A",Edm,..\data\audio_files\processed\21.mp3,0.549,0.835,2.0,-2.632,0.0656,0.0692,0.0,0.212,0.423,126.08,4.0,"country road, edm, pop dance, country dawn, pop edm, contemporary country, progressive electro house, electro house, progressive house, country, country pop"
63,21,190.9,209.1790022675737,other,Something Better,"Audien, Lady A",Edm,..\data\audio_files\processed\21.mp3,0.549,0.835,2.0,-2.632,0.0656,0.0692,0.0,0.212,0.423,126.08,4.0,"country road, edm, pop dance, country dawn, pop edm, contemporary country, progressive electro house, electro house, progressive house, country, country pop"
64,22,0.0,63.1,other,Bling (feat. Lady Leshurr),"Autoerotique, Lady Leshurr",Brostep,..\data\audio_files\processed\22.mp3,0.759,0.939,7.0,-5.072,0.0826,0.00393,0.0714,0.0953,0.123,122.02,4.0,"birmingham hip hop, afroswing, trap queen, electro house, canadian electronic, brostep"
65,22,63.1,94.6,chorus,Bling (feat. Lady Leshurr),"Autoerotique, Lady Leshurr",Brostep,..\data\audio_files\processed\22.mp3,0.759,0.939,7.0,-5.072,0.0826,0.00393,0.0714,0.0953,0.123,122.02,4.0,"birmingham hip hop, afroswing, trap queen, electro house, canadian electronic, brostep"
66,22,94.6,126.0,other,Bling (feat. Lady Leshurr),"Autoerotique, Lady Leshurr",Brostep,..\data\audio_files\processed\22.mp3,0.759,0.939,7.0,-5.072,0.0826,0.00393,0.0714,0.0953,0.123,122.02,4.0,"birmingham hip hop, afroswing, trap queen, electro house, canadian electronic, brostep"
67,22,126.0,157.5,chorus,Bling (feat. Lady Leshurr),"Autoerotique, Lady Leshurr",Brostep,..\data\audio_files\processed\22.mp3,0.759,0.939,7.0,-5.072,0.0826,0.00393,0.0714,0.0953,0.123,122.02,4.0,"birmingham hip hop, afroswing, trap queen, electro house, canadian electronic, brostep"
68,22,157.5,191.0,other,Bling (feat. Lady Leshurr),"Autoerotique, Lady Leshurr",Brostep,..\data\audio_files\processed\22.mp3,0.759,0.939,7.0,-5.072,0.0826,0.00393,0.0714,0.0953,0.123,122.02,4.0,"birmingham hip hop, afroswing, trap queen, electro house, canadian electronic, brostep"
69,22,191.0,214.6,chorus,Bling (feat. Lady Leshurr),"Autoerotique, Lady Leshurr",Brostep,..\data\audio_files\processed\22.mp3,0.759,0.939,7.0,-5.072,0.0826,0.00393,0.0714,0.0953,0.123,122.02,4.0,"birmingham hip hop, afroswing, trap queen, electro house, canadian electronic, brostep"
70,22,214.6,255.37002267573695,other,Bling (feat. Lady Leshurr),"Autoerotique, Lady Leshurr",Brostep,..\data\audio_files\processed\22.mp3,0.759,0.939,7.0,-5.072,0.0826,0.00393,0.0714,0.0953,0.123,122.02,4.0,"birmingham hip hop, afroswing, trap queen, electro house, canadian electronic, brostep"
71,23,0.0,63.9,other,Vertigo,"Autograf, Malou, Burko",Deep Tropical House,..\data\audio_files\processed\23.mp3,0.638,0.93,7.0,-5.585,0.05,0.0207,0.207,0.241,0.427,125.016,4.0,"vapor soul, vapor twitch, pop edm, deep tropical house"
72,23,63.9,79.4,chorus,Vertigo,"Autograf, Malou, Burko",Deep Tropical House,..\data\audio_files\processed\23.mp3,0.638,0.93,7.0,-5.585,0.05,0.0207,0.207,0.241,0.427,125.016,4.0,"vapor soul, vapor twitch, pop edm, deep tropical house"
73,23,79.4,156.1,other,Vertigo,"Autograf, Malou, Burko",Deep Tropical House,..\data\audio_files\processed\23.mp3,0.638,0.93,7.0,-5.585,0.05,0.0207,0.207,0.241,0.427,125.016,4.0,"vapor soul, vapor twitch, pop edm, deep tropical house"
74,23,156.1,186.9,chorus,Vertigo,"Autograf, Malou, Burko",Deep Tropical House,..\data\audio_files\processed\23.mp3,0.638,0.93,7.0,-5.585,0.05,0.0207,0.207,0.241,0.427,125.016,4.0,"vapor soul, vapor twitch, pop edm, deep tropical house"
75,23,186.9,187.83102040816325,other,Vertigo,"Autograf, Malou, Burko",Deep Tropical House,..\data\audio_files\processed\23.mp3,0.638,0.93,7.0,-5.585,0.05,0.0207,0.207,0.241,0.427,125.016,4.0,"vapor soul, vapor twitch, pop edm, deep tropical house"
76,25,0.0,32.2,other,PLAY SOME RECORDS,"AYYBO, Dances",,..\data\audio_files\processed\25.mp3,0.804,0.837,9.0,-4.392,0.0678,0.00238,0.118,0.206,0.825,127.015,4.0,bmore
77,25,32.2,60.6,chorus,PLAY SOME RECORDS,"AYYBO, Dances",,..\data\audio_files\processed\25.mp3,0.804,0.837,9.0,-4.392,0.0678,0.00238,0.118,0.206,0.825,127.015,4.0,bmore
78,25,60.6,107.8,other,PLAY SOME RECORDS,"AYYBO, Dances",,..\data\audio_files\processed\25.mp3,0.804,0.837,9.0,-4.392,0.0678,0.00238,0.118,0.206,0.825,127.015,4.0,bmore
79,25,107.8,136.1,chorus,PLAY SOME RECORDS,"AYYBO, Dances",,..\data\audio_files\processed\25.mp3,0.804,0.837,9.0,-4.392,0.0678,0.00238,0.118,0.206,0.825,127.015,4.0,bmore
80,25,136.1,168.98303854875283,other,PLAY SOME RECORDS,"AYYBO, Dances",,..\data\audio_files\processed\25.mp3,0.804,0.837,9.0,-4.392,0.0678,0.00238,0.118,0.206,0.825,127.015,4.0,bmore
81,26,0.0,51.5,other,HYPNOSIS,"AYYBO, ero808",,..\data\audio_files\processed\26.mp3,0.968,0.865,9.0,-5.484,0.302,0.192,0.00383,0.309,0.652,125.016,4.0,hyperpop
82,26,51.5,78.4,chorus,HYPNOSIS,"AYYBO, ero808",,..\data\audio_files\processed\26.mp3,0.968,0.865,9.0,-5.484,0.302,0.192,0.00383,0.309,0.652,125.016,4.0,hyperpop
83,26,78.4,128.3,other,HYPNOSIS,"AYYBO, ero808",,..\data\audio_files\processed\26.mp3,0.968,0.865,9.0,-5.484,0.302,0.192,0.00383,0.309,0.652,125.016,4.0,hyperpop
84,26,128.3,155.5,chorus,HYPNOSIS,"AYYBO, ero808",,..\data\audio_files\processed\26.mp3,0.968,0.865,9.0,-5.484,0.302,0.192,0.00383,0.309,0.652,125.016,4.0,hyperpop
85,26,155.5,156.74403628117915,other,HYPNOSIS,"AYYBO, ero808",,..\data\audio_files\processed\26.mp3,0.968,0.865,9.0,-5.484,0.302,0.192,0.00383,0.309,0.652,125.016,4.0,hyperpop
86,29,0.0,69.1,other,Everybody Goes,Bellecour,Bass House,..\data\audio_files\processed\29.mp3,0.829,0.985,1.0,-3.33,0.067,0.000347,0.762,0.0326,0.599,124.983,4.0,bass house
87,29,69.1,97.9,chorus,Everybody Goes,Bellecour,Bass House,..\data\audio_files\processed\29.mp3,0.829,0.985,1.0,-3.33,0.067,0.000347,0.762,0.0326,0.599,124.983,4.0,bass house
88,29,97.9,153.6,other,Everybody Goes,Bellecour,Bass House,..\data\audio_files\processed\29.mp3,0.829,0.985,1.0,-3.33,0.067,0.000347,0.762,0.0326,0.599,124.983,4.0,bass house
89,29,153.6,184.3,chorus,Everybody Goes,Bellecour,Bass House,..\data\audio_files\processed\29.mp3,0.829,0.985,1.0,-3.33,0.067,0.000347,0.762,0.0326,0.599,124.983,4.0,bass house
90,29,184.3,215.04,other,Everybody Goes,Bellecour,Bass House,..\data\audio_files\processed\29.mp3,0.829,0.985,1.0,-3.33,0.067,0.000347,0.762,0.0326,0.599,124.983,4.0,bass house
91,30,0.0,75.2,other,Life Lesson,"Belters Only, Sonny Fodera, Jazzy",Charva,..\data\audio_files\processed\30.mp3,0.795,0.782,0.0,-5.854,0.0307,0.161,0.00262,0.0857,0.233,127.977,4.0,"pop dance, house, charva, uk dance"
92,30,75.2,120.2,chorus,Life Lesson,"Belters Only, Sonny Fodera, Jazzy",Charva,..\data\audio_files\processed\30.mp3,0.795,0.782,0.0,-5.854,0.0307,0.161,0.00262,0.0857,0.233,127.977,4.0,"pop dance, house, charva, uk dance"
93,30,120.2,165.2,other,Life Lesson,"Belters Only, Sonny Fodera, Jazzy",Charva,..\data\audio_files\processed\30.mp3,0.795,0.782,0.0,-5.854,0.0307,0.161,0.00262,0.0857,0.233,127.977,4.0,"pop dance, house, charva, uk dance"
94,30,165.2,210.1,chorus,Life Lesson,"Belters Only, Sonny Fodera, Jazzy",Charva,..\data\audio_files\processed\30.mp3,0.795,0.782,0.0,-5.854,0.0307,0.161,0.00262,0.0857,0.233,127.977,4.0,"pop dance, house, charva, uk dance"
95,30,210.1,213.20902494331065,other,Life Lesson,"Belters Only, Sonny Fodera, Jazzy",Charva,..\data\audio_files\processed\30.mp3,0.795,0.782,0.0,-5.854,0.0307,0.161,0.00262,0.0857,0.233,127.977,4.0,"pop dance, house, charva, uk dance"
96,32,0.0,30.2,other,Million Dollar Bill,"Beyond Chicago, Majestic, Alex Mills",,..\data\audio_files\processed\32.mp3,0.785,0.86,7.0,-5.902,0.0368,0.00013,0.179,0.152,0.787,130.013,4.0,"uk dance, deep groove house, uk pop"
97,32,30.2,59.7,chorus,Million Dollar Bill,"Beyond Chicago, Majestic, Alex Mills",,..\data\audio_files\processed\32.mp3,0.785,0.86,7.0,-5.902,0.0368,0.00013,0.179,0.152,0.787,130.013,4.0,"uk dance, deep groove house, uk pop"
98,32,59.7,89.2,other,Million Dollar Bill,"Beyond Chicago, Majestic, Alex Mills",,..\data\audio_files\processed\32.mp3,0.785,0.86,7.0,-5.902,0.0368,0.00013,0.179,0.152,0.787,130.013,4.0,"uk dance, deep groove house, uk pop"
99,32,89.2,118.8,chorus,Million Dollar Bill,"Beyond Chicago, Majestic, Alex Mills",,..\data\audio_files\processed\32.mp3,0.785,0.86,7.0,-5.902,0.0368,0.00013,0.179,0.152,0.787,130.013,4.0,"uk dance, deep groove house, uk pop"
100,32,118.8,126.84503401360544,other,Million Dollar Bill,"Beyond Chicago, Majestic, Alex Mills",,..\data\audio_files\processed\32.mp3,0.785,0.86,7.0,-5.902,0.0368,0.00013,0.179,0.152,0.787,130.013,4.0,"uk dance, deep groove house, uk pop"
101,33,0.0,45.3,other,Do You Feel It,Biscits,Bass House,..\data\audio_files\processed\33.mp3,0.841,0.483,0.0,-7.43,0.103,0.00354,0.83,0.466,0.246,127.991,4.0,"uk tech house, bass house, house, uk dance, tech house"
102,33,45.3,71.7,chorus,Do You Feel It,Biscits,Bass House,..\data\audio_files\processed\33.mp3,0.841,0.483,0.0,-7.43,0.103,0.00354,0.83,0.466,0.246,127.991,4.0,"uk tech house, bass house, house, uk dance, tech house"
103,33,71.7,135.2,other,Do You Feel It,Biscits,Bass House,..\data\audio_files\processed\33.mp3,0.841,0.483,0.0,-7.43,0.103,0.00354,0.83,0.466,0.246,127.991,4.0,"uk tech house, bass house, house, uk dance, tech house"
104,33,135.2,161.6,chorus,Do You Feel It,Biscits,Bass House,..\data\audio_files\processed\33.mp3,0.841,0.483,0.0,-7.43,0.103,0.00354,0.83,0.466,0.246,127.991,4.0,"uk tech house, bass house, house, uk dance, tech house"
105,33,161.6,184.78702947845804,other,Do You Feel It,Biscits,Bass House,..\data\audio_files\processed\33.mp3,0.841,0.483,0.0,-7.43,0.103,0.00354,0.83,0.466,0.246,127.991,4.0,"uk tech house, bass house, house, uk dance, tech house"
106,36,0.0,54.6,other,365,"Biscits, Camden Cox",Bass House,..\data\audio_files\processed\36.mp3,0.81,0.554,11.0,-17.77,0.192,0.0181,0.00718,0.73,0.79,127.019,4.0,"uk tech house, bass house, stutter house, house, uk dance, tech house"
